video_id,title,description,tags
bad0b5ee74d0870ea6b26d338e7939ed,Прогулка по стране - Москва - часть 2,"Второй выпуск является продолжением первой части прогулок по столице нашей страны городу Москва,мы совершим путешествие по центральным улицам, улочкам столицы и большим объектам с праздничной иллюминацией.",Путешествия: Тип путешествия
06992e5c2908cfbcbf96d6a1b87dc616,"Такой расклад. Эфир 38 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас",В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет таролог Ксения Pro_Taro в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_151948,Религия и духовность: астрология
dca61ce0f891d9dc480fb718a3899bde,БЮРО ДОБРЫХ ДЕЛ|ОДЕЖДА ОТ СНУП ДОГА|САМЫЙ ДЛИННЫЙ ПОЕЗД|СЭНДВИЧ НА ЗАВТРАК,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске: - Что делать если ваши питомцы одеваются лучше вас? Ответить может Снуп Дог - Самый длинный поезд в мире - Ксения Егорова в «Добром репортаже» отправилась на улицы Москвы! - В новой рубрике «Добрый завтрак» готовим вкуснейший домашний сэндвич! Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение и сделать ваш день чуточку радостнее и светлее. По вопросам рекламы пишите на email","Массовая культура, Новости и политика"
07a0e720439d29e5ccfddfdc12441c45,Concept Football - Футбол лайф - выпуск №2,"-	В этом выпуске блогер Евгений Спиряков поделится опытом сборов с командой премьер - лиги с ведущим канала “Concept Football” Дмитрием Старых. Расскажет про упражнения, которые показались самыми полезными, а Дмитрий должен будет их повторить. После полученного опыта Дима попробует выиграть челлендж у коллег медийных вратарей, а ведущий Кирилл Комраков попробует забить больше, чем опытные Слава Черненко и Гео.","Массовая культура, Спорт: Футбол"
aeb893cb3f7052c8747bfece6e814e86,Смехмашина | Выпуск 24,"Это новый выпуск шоу «Смехмашина»! Сегодня в выпуске принимают участие Денис Сундуков, Егор Артамонов и Паша Волков. Парни подготовили смешные анекдоты, за которые получили высокие баллы от водителя такси. Кто станет победителем, ты узнаешь прямо сейчас, ах да, приятного аппетита!",Массовая культура: Юмор и сатира
8a762b2f22accc32159926c8054fd8e9,location | Pompeya - Odelay,Окунитесь в атмосферу клипа и насладитесь глубоким и чистым звучанием песни.   Приятного прослушивания с locatiON 🌙,Музыка и аудио: Разное (Музыка и аудио)
4680d97225889060f75cd8cc37d3ebde,Мама 21 века| Выпуск 8| Брачный договор и соглашение о разделе имущества,Договориться о разделе совместно нажитого имущества супруги могут обоюдно. Для этого им необходимо заключить брачный договор или соглашение о разделе имущества. Как оформить эти документы и в чем их разница? Об этом в сегодняшнем выпуске “Мама 21 века” расскажет Марина Дворникова.,Семья и отношения: Развод
2dd6cb41f7aa5eb0fd1f21fe361957bf,Артмеханика. Концерт. Даша и Серёжа.,Концерт. Даша и Серёжа.,Музыка и аудио: Поп-музыка
734a4638f4e6fe6857b2a407f84d35e6,«МузЛофт-Подкаст» с Павлом Артемьевым — 19 февраля в 15:00!,"Подписывайся, чтобы не пропустить!","Музыка и аудио: Комедия и стендап (Музыка и аудио), События и достопримечательности: Концерты и музыкальные мероприятия"
bdab7ae4da55443d849a73d5f3ef6722,Стендап гороскоп. Совместимость: Гурам Демидов про Близнецов,"Гурам Демидов в новом выпуске «Стендап гороскоп. Совместимость» расскажет про минусы в отношениях с Близнецами, и почему на свиданиях с ними не нужно быть душными.",Массовая культура: Юмор и сатира
4ac3ae3413347e4bcaa66faf649e5cde,"Такой расклад. Эфир 26 | Руны | Ответы на ваши вопросы о том, что волнует здесь и сейчас","В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет рунолог Артём Ястребов в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_148701 Смотрите актуальные расклады от рун и карт Таро на нашем канале в плейлисте ПРЕДСКАЗАНИЯ | ТАРО | РУНЫ и задавайте свои вопросы в прямых эфирах каждый понедельник, вторник и четверг в 20:00.",Религия и духовность: астрология
e4c50ecafefd677feca6eeeae33b62e3,"Такой расклад. Эфир 19. Таро. Про то, что готовит начало 2023 года","В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению ProTaro в компании ведущей Янины Студилиной. Встречаемся в 20:00! Что вам приготовит год наступающий? Чем он встретит, чем порадует или удивит? Как провести праздничные дни, что ждёт в делах или личной жизни в первые недели года? Вопросы можно отправлять в чат трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_136349 Включайте прямые эфиры каждый понедельник, среду и пятницу в 20:00!",Религия и духовность: астрология
a8d73a0e199d8132c0f70dcdddb1d8d3,Стендап гороскоп: Ярослава Тридцатко - Скорпионы,"В новом выпуске шоу “Стендап гороскоп” Ярослава Тринадцатко расскажет про то, как жить со Скорпионом, и что ждет представителей знака в Новом 2022 году.","Религия и духовность: астрология, События и достопримечательности: Комедия и стендап"
add5551033214c114ac955f7dd845c90,МАКСИМ НАРОДНЫЙ Выпуск №47 ГОТОВИМ «МАЛОСОЛКУ» С РЕНАТОМ МУХАМБАЕВЫМ,Ведущий канала Максим и приглашенный гость Ренат Мухамбаев готовят “Малосолку” по рецепту Рената. Блюдо считается традиционным в Астраханской области и простым в приготовлении.,Еда и напитки: Кулинария
fd776379882596084e8db969eb8ace78,Антон Протеинов I #45 I Летняя серия уроков от легенды спорта,В этом выпуске легенда спорта Антон Протеинов даст тебе много крутых советов. Они обязательно пригодятся тебе в жизни – будь то драка с гопниками за гаражами или спор с детьми за качели.,Спорт: Спортивное оборудование
6197892a66f7c10c3f0ca14a95d61bc8,Стендап гороскоп: Дима Орлов про Рыб,"В новом выпуске шоу «Стендап гороскоп» Дима Орлов расскажет про самый неразговорчивый знак зодиака. Узнаем, что уготовила судьба Рыбам в новом 2022 году.","Религия и духовность: астрология, События и достопримечательности: Комедия и стендап"
88c7522e63ebc8ed4c11f023d65b2b4d,МАКСИМ НАРОДНЫЙ Выпуск №41 ГОТОВИМ С ФИНАЛИСТОМ ШОУ «ГОЛОС» АНТОНОМ ТОКАРЕВЫМ,"Ведущий канала Максим и приглашенный гость Антон Токарев предлагают своим подписчикам приготовить шашлык. Главный герой делает акцент на том, что шашлык – неотъемлемая часть любого застолья.","Еда и напитки: Кулинария, Массовая культура"
104cacd2d839a87364fdcdf1b736ed65,"«Пожалуйста, не рассказывай!» Наталия Медведева, Надежда Ангарская, Алексей Кривеня!","Шоу с Алексеем Кривеней, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -ВК  -Телеграмм  -Инста  -Одноклассники   ХЭШТЭГИ #ШОУ #КАМЕДИКЛАБ #ПНР #КРИВЕНЯ #COMEDYWOMAN #КВН #КАМЕДИ #ЗВЕЗДЫВАФРИКЕ #КРИМИНАЛ  Благодарим группу «Дископровокация» за любезно предоставленный трек для музыкальной темы шоу. Telegram - ",Массовая культура: Юмор и сатира
328cb5e097c3ae867e204620414efdc9,МАКСИМ НАРОДНЫЙ Выпуск №31 ГОТОВИМ КАРТОШКУ С МЯСОМ ПОД ПЕННОЕ,"Ведущий канала Максим и приглашенный предлагает своим подписчикам приготовить КАРТОШКУ С МЯСОМ ПОД ПЕННОЕ. Главный герой делает акцент на том, что это простое блюдо может скрасить любой ваше застолье.",Еда и напитки: Кулинария
df0753e4826d5e4a695f5bdd1a4af343,"НА СВЯЗУЮЩИХ I 2 сезон, 4 серия I Владимир Селиванов","Сегодня в гостях – Владимир Селиванов, а звонить мы будем Марине Федункив!  По вопросам рекламы пишите на email»",Массовая культура: Юмор и сатира
7edb20afefb1a3d24545574f1a24ef0f,Антон Протеинов I #56 I Поймали спортсменов с поличным,"Сериал ""Салют, Начальник"" уже тут. Переходи и смотри! 👉 /   Ура, вышел очередной бомбезный выпуск про легенду спорта – Ааааантона Протеинова! Сегодня он расскажет, какие существуют виды отжиманий, как заниматься без снарядов, что лучше пить после долгой тренировки и столкнется с проблемами в виде Начальника! Как он с ними справиться? Ты увидишь в этой серии!   По вопросам рекламы пишите на email",Спорт: Спортивное оборудование
f03fcac78a2a91e2dab71e8f2ead04bc,LocatiON | Bolo Young - Восторг,"Группа Bolo Young с «Восторгом» в музыкальном автобусе едет по улицам Москвы, исполняя свою песню в лайф формате. Однокадровое музыкальное видео дополняется небольшим интервью музыкантов в конце.",Музыка и аудио: Рок музыка
3b69f98d51c1028633cff24c7d2937e0,Лесенка знаний: мастерство I 6 серия I Парикмахер,"Чтобы казаться взрослее, Макс тайно отрезает волосы у Лизы и делает из них усы. Лиза расстроена и теперь Максу предстоит переместиться в прошлое, чтобы исправить свою ошибку.","Фильмы и анимация: Семейные и детские фильмы, Фильмы и анимация: Фильмы и анимация "
b8fdba62733e2eba347771ca3edfc2df,ПЛОТВА СОШЛА С УМА КЛЮЁТ НА ВСЁ,"Смотри «Тяни, Сундук!» на PREMIER 🎬   Смотри «Салют, Начальник» на PREMIER 🎬 -nachalnik  Наш канал в телеграм: Телега Дениса: Телега Макса: Телега Егора:  По вопросам сотрудничества: Егор / Telegram: @Egor_Moskvich",Спорт: Рыбалка
90bd4eba02436cf54969cd7224d5028d,PykoJob | Выпуск 19 | Гостиная с активным принтом,"В новом выпуске Ведущая шоу Алиса и дизайнер Наташа, попадают в новую квартиру. Добавляют яркие детали на стены, правильно выстраивая композицию и оживляя место. Так же им предстоит «отделить» рабочую зону от зоны отдыха, создав два разных настроения в одной комнате.",Дом и сад: Дизайн интерьера
061757c33a9667fa31e7bd442c61dff6,GoGoFarFar в ГрандТуре «Байкальская миля 2021». Тобольск,Тобольский кремль,"Путешествия, События и достопримечательности: Исторические места и достопримечательности"
05a67e20344c05f05ac7966bfe6731c0,Полупановы. «Эпизод 11»,"Канал «Антон Протеинов» - / В этом эпизоде Наташа решила вывезти Полупановых в город, чтобы показать им их будущую квартиру.",Массовая культура: Юмор и сатира
3cbdf1a7d2c4600866b2ee7acef454d9,TikTok Дайджест I Выпуск 9 I Даня Милохин расстался с Юлей. Пропажа Саши Спилберг,"Даня Милохин и Юля Гаврилина больше не вместе, Валю Карнавал обвиняют в читерстве, а инстаграм поставил под угрозу заработок блогеров! Все самые актуальные новости в новом выпуске TikTok дайджеста.",Массовая культура: Отношения знаменитостей
a00b145242be3ebc3b311455e94917af,$1000 шоу | 1 выпуск | Автобоулинг,"В этом выпуске, популярный автоблогер Дима Гордей, разыграет среди своих подписчиков 1000$! Чтобы забрать деньги- нужно сбить своей машиной максимальное количество кегель-бочек. На это участникам даётся две попытки. Готовьте чайоку-поехали!","Транспорт, Спорт: Автогонки, Массовая культура"
2e5e72cbea39eecffee4a175b1ce22fd,"Злые языки|Выпуск 4, Сезон 1|Милана Тюльпанова эксклюзивно о Рудковской, Кержакове и Алёне Шишковой","Яна Рудковская, Кержаков - наши подробности о манипуляциях; о чем молчит Милана; «изнасиловал за закрытой дверью»; о романе с Аленой Шишковой; и что угрожает жизни Кержаковой.",Массовая культура: Отношения знаменитостей
c171f18053b576bf9b6965be3d2cc015,Тот Самый Мент I Выпуск 66 I Начальнику все-таки показали грудь?,"Подписывайся на самое вкусное шоу на Rutube «Максим Народный» - / Ура! Новый выпуск нашего любимого Максима Константиновича уже на канале! Любимые шутки, любимые герои, любимый Начальник, и, конечно же, Оля ПДН – все это ждет тебя! Жми лайк, ракету, репосты, в общем, все, что тебе хочется! Приятного просмотра!  По вопросам рекламы пишите на email 16+",Массовая культура: Юмор и сатира
783103303baa5c23085ba58affd65b95,"Такой расклад. Совет от рун тем, кто в поиске своего призвания","Руны знают, что посоветовать в любом вопросе. А в этом видео Артём Ястребов поможет вам найти правильную энергию для поиска своего призвания. Расклад актуален в любой момент! А если хотите задать личный вопрос и получить ответ от рун или карт Таро – включайте прямые эфиры «Такой расклад» каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
cb718f23524eb08af2f8036eedc6b50c,МАКСИМ НАРОДНЫЙ Выпуск №69 ГОТОВИМ С УЧАСТНИЦЕЙ ШОУ «РАБЫ ЛЮБВИ» ЮЛИЕЙ ВАРМИНСКОЙ,"В новом выпуске Максим и Юлия Варминская готовят красивый завтрак с яйцом, авокадо и рыбой. Завтрак вышел очень красивым, сытным. То, что надо, чтобы получать заряд энергии утром.   По вопросам рекламы пишите на email  16+",Еда и напитки: Кулинария
1655feecccb90bc7ca98190f3c55effb,"Поверь мне, подруга I #9 I Новенькая в классе","Ты перешла в новую школу и переживаешь из-за этого? Боишься, что не сможешь вписаться в коллектив и найти друзей? В этом выпуске Аня Хилькевич даст пару советов, как найти общий язык с одноклассниками и учителями.","Массовая культура, Хобби и интересы"
a189a686c63b0fbcbc9d07467e88be99,Смехмашина | Выпуск 7,"Очередной выпуск Смехмашины, в котором принимают участие Сундук, Егор и Тяпа. Как вы думаете, кто расскажет самый смешной анекдот? Думаю, что даже у Петросяна мало шансов на победу! Конкуренция бешеная, поэтому смотри скорее эту серию!",Массовая культура: Юмор и сатира
441c3db4884b412ee3b99db89c350fe3,МАКСИМ НАРОДНЫЙ Выпуск №34 ШАКШУКА ПО НАРОДНОМУ,"Ведущий канала Максим предлагает своим подписчикам приготовить вкусный шакшуку по народному в садже. Главный герой делает акцент на том, что это простое блюдо может скрасить любой ваше застолье.",Еда и напитки: Кулинария
4ae45fdfd387f5a00225798709fe0337,МультНайтКлип.  Удалите маркетплейсы,"Специальное включение с «черной пятницы» от мужчин!  МультНайтКлип от юмористического нарисованного вечернего шоу «МультНайтШоу», где обсуждаются актуальные новости страны и мира. Cмотрите «МультНайтШоу» каждую пятницу!  По вопросам рекламы пишите на email","Массовая культура: Юмор и сатира, Новости и политика: Международные новости"
c6946c43e129ef969c09fd0a1f56ac15,CD и слушай | Выпуск 7 | Децл,"«Пепси, пейджер, MTV», «Ровно 9 пятница, столица веселится», ну и конечно, «Вечеринка у Децла дома». Что было после первых лет взрывной карьеры, и как отношения с отцом определили всю дальнейшую жизнь, а возможно, и смерть… В этом выпуске Полина Фаворская расскажет про Кирилла Толмацкого, он же Децл, он же Le Truk. А ты сиди и слушай.","Массовая культура, Музыка и аудио, Карьера"
0569f9c53677bef904b9e3bc92a16f0d,"Punch Box. 2 сезон, 2 серия. Колобок vs Берчик","Punch Box — бои в формате POP MMA, где в вместо ринга бойцы сражаются в красной телефонной будке! Два брутальных и самых неконтролируемых бойца, тяжеловесы Колобок и Берчик встретились в помещении метр на метр! Кто оказался сильнее смотрите в этом выпуске! 18+","Массовая культура, Спорт: Борьба"
0927981a221f24c08c7f595f61dc2cd9,Тот самый мент I Выпуск 36 I Начальник отмечает день рождения,"Максим Константинович отмечает свой день рождения. Мент ждет тот самый «особенный» подарок от Оли, а его любимые хулиганы решили устроить празднование за их счет на базе отдыха. Какой подарок приготовил Чернобыль и Подмога? Исполнится ли мечта Начальника с поздравлениями Оли? Ответ узнаете в этой серии!",Массовая культура: Юмор и сатира
a7f3abafc0ea6ea19a70e4af6bbde13f,День с художником | Ксения Никитина,"В новом выпуске Вы познакомитесь с творчеством Ксении Никитиной. Она переехала в Лондон для получения высшего образования. Окончила университет Maragoni в области моды и дизайна. Ей удалось поработать в архивах самого Александра Маккуина. Путь Ксюши, как творца начался с панических атак… Каждая линия в её работах передает глубокий и чуткий посыл размышления души, а алый красный цвет напоминает нам о самом важном: о Любви.  В этом выпуске Ксюша проведёт Вас по линии жизни через свою графику и смыслы.","Хобби и интересы: Декоративно-прикладное искусство: Живопись, Карьера"
1ad4048ab1da9df744715a8a99eac8b8,Пробы | Выпуск 4 | Zombie,"Режиссер Гера Теплый продолжает набирать актеров. На этот раз он планирует международный проект, который покорит весь мир.","Массовая культура: Юмор и сатира, Хобби и интересы: Создание контента: Создание видеоконтента"
8a0fb3b72a793b85c67ef059780a66d8,Тот самый мент I Выпуск 19 I Мент устроил тотальный диктант на районе,"Подписывайся на наши каналы: Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пацанский клининг - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тяпа - / Смехмашина - / Шляпа - /  Рабочий день Нашего Начальника начинается с того, что приходится разнимать драку Фоторобота и местного бомжа. Максиму Константиновичу предстоит устранить конфликт и решить спор о борьбе за территорию. Чуть позже, Наш Начальник пытается задержать Москвича, но путает бомбу с обычным HQD. Максим Константинович не унывает и решает провести на районе тотальный диктант. И снова Нашему Начальнику придется спасать Фоторобота, но на этот раз уже от себя самого! Что произошло и почему из-за Фоторобота пришлось сломать государственное имущество? Ты узнаешь в этой серии!",Массовая культура: Юмор и сатира
d42d194ba6c4e674a6a625106a76fb1e,Артмеханика. Интервью. Степан Липгарт.,Что собой представляет современная архитектура и каким должен быть современный комфортный город?,"Массовая культура, Карьера"
7ae8dba100ff92da051677318f1bcb60,МАКСИМ НАРОДНЫЙ Выпуск №38 БОРЩ ИЛИ ЩИ? ВОТ В ЧЕМ ВОПРОС,"Ведущий канала Максим предлагает своим подписчикам приготовить борщ. Главный герой решил протестировать афганский казан, который друзья ему подарили на день рождения.","Еда и напитки: Кулинария, Массовая культура"
acbdbc93e78c00586fc95a351671c1af,Женсовет I Выпуск 7 I Мужчины. Женщины. Деньги. Кто за все платит? I В гостях подкастер - Чак.,"Раньше все было просто: женщины выполняли домашнюю работу, мужчины приносили доход в семью. Теперь женщины зарабатывают сами, но множество вопросов, касаемых денег, до сих пор открытые, противоречивые и острые. Почему мужчина вообще ДОЛЖЕН платить? Шерить счет на свидании — нормально? Пора разобраться в этом и покопаться в чужих кошельках в новом выпуске Женсовета. В гостях виджей, ведущий, подкастер - Чак.","Массовая культура: Юмор и сатира, Семья и отношения"
68007d7d891356eaf785bb251b186a0e,Сколько Стоит Успех: Арина Балерина – как натанцевать 10 миллионов подписчиков,"В этом выпуске вы узнаете, как Арина Дубкова стала самой известной молодой балериной России, а также как блогинг может помочь в профессиональной карьере. Смотри и делись своими впечатлениями в комментариях под видео! По вопросам рекламы пишите на email","Личные финансы, Карьера"
f7163b988b8e573357035393700025d7,"Такой расклад. Карты Таро откроют каждому знаку Зодиака, какой сюрприз готовит вам апрель","Знаете, какое неожиданное событие случится в вашей жизни в апреле 2023 года? Ксения Pro_Taro сделает расклад! Овен, Телец, Близнецы, Рак, Лев, Дева, Весы, Скорпион, Стрелец, Козерог, Водолей, Рыбы – для каждого откроется тайна. А если хотите задать личный вопрос и получить ответ от карт Таро или рун – включайте прямые эфиры «Такой расклад» каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
5f13eb105db5ddd1bef7d77f3bfa6a25,"Варя в космосе | 2 сезон, 1 выпуск | День космонавтики",12 апреля — это великий день для всего человечества! В этот день в космос впервые отправился человек. В этом выпуске мы обсудим: как начиналась космонавтика и кто был первопроходцем космических путей?  Что нового мы узнали благодаря экспериментам в космосе? какие исследования проводятся на МКС сегодня и какие планируются в будущем? Обо всем этом в новом спецвыпуске “Варя в космосе”!,Фильмы и анимация: Документальные фильмы
983d2dd0036b95f91c8d2983973e1285,Пацанский клининг. Шоу «ЧистоТачка» | Ужас на колёсах | Выпуск 13,"В этом выпуске шоу «ЧистоТачка» ворчливому Максу, суетливому Егору и сногсшибательной Миле предстоит потрудиться, преодолевая нервы и разногласия, чтобы превратить настоящего автомонстра подписчика в безупречную «чистотачку».","Массовая культура: Юмор и сатира, Транспорт"
3f6e4aa060e1a873a199e35bedb0916d,Артмеханика. Концерт Mika Vino.,Лучшие хиты Mika Vino.,Музыка и аудио:Современная музыка
031b726c4384eda873527481b36fb313,Новое поколение на Байкальской миле,"Мы не знаем что будет с Байкальской милей через 5 или 10 лет. Но одно мы понимаем точно - будущее у нас есть! Глядя на отважных юных гонщиков, которых в этом году стало значительно больше, мы стремимся дать им максимальную возможность проявить себя. Прошлогодний пример 9- летнего Ярослава Карпушина стал вдохновляющим для юных пилотов и в этом году самым младшей участницей, покорившей лёд Байкала, стала 6-летняя москвичка Сильвия Павлова, затем семилетний Родион Дядя из Сочи и Сударушкины  Виктория, семь лет и Алексей, девять лет. Гордимся нашими молодыми талантами и желаем им новых рекордов!","Транспорт, Спорт: Автогонки, События и достопримечательности: Спортивные события"
65c45fdf973e114f6ca9bbbe60748950,Сколько Стоит День? Выпуск 6. Сколько тратит в день Макс Брандт?,"Сегодня мы провели целый день с ветераном российского видеоблогинга – Максом Брандтом. За этот день мы узнали, на что и, главное, сколько денег Макс тратит в течение рабочего дня. В конце мы подвели итог и суммировали все чеки. Сколько оставляет в ресторанах Макс Брандт? На какие увлечения он тратит больше всего денег? Почему он пьёт такой дорогой чай? Смотри и делись своим впечатлением в комментариях под видео!  По вопросам рекламы пишите на email","Личные финансы, Карьера"
884c87d3db626acd37d9786b4c195a44,«Давай сделаем это на кухне» с Викой Цыгановой// Ты считаешь это красиво?,"Какой женский образ больше привлекает мужчин: модный брендовый оверсайз, скрывающий фигуру, или обтягивающие, утончённые платья, подчеркивающие женственность? Как быть, если наряд твоей жены вызывает похотливые взгляды других мужчин? На эти и другие вопросы гостей Влад пытался ответить вместе с известной певицей и дизайнером своего бренда одежды Викой Цыгановой.","Еда и напитки: Кулинария, Массовая культура, Семья и отношения"
c5ec3ef0b1248f12622129d4f143ed91,"Команда ""РК-Спорт"" в ГрандТуре-2022: Моя ""Байкальская миля""","В рамках задания ГрандТура-2022 ""Моя ""Байкальская миля"" каждая команда рассказывает о том, каким она увидела Фестиваль скорости на льду Байкала, который прошел с 9 по 13 марта 2022 года в Максимихе. Команда ""РК-Спорт"" привезла на ""Милю"" Audi S6, ""Русский Раптор"", а также пикап Ford F-150, который собственно и проехать весь путь ГрандТура от Санкт-Петербурга до Максимихи. Какие результаты показали на миле каждый из этих столь разных автомобилей? С какой резиной результат лучше: дорогой шиповкой или китайской? Где ""Патриот"" быстрее: на льду или на асфальте. Спойлер: максимальная скорость команды на 1 миле - 244,179 км/ч. Такой результат показал капитан команда Максим Васильев на Audi S6. Аккаунт команды в Rutube - / ………… ГрандТур «Байкальская миля 2022. Места силы» - это грандиозное автопутешествие, состоявшееся с 20 февраля по 9 марта. В этом пробеге приняли участие 14 команд, стартовавших из Санкт-Петербурга, Москвы, Казани и Владивостока и финишировавших в селе Максимиха, месте проведения Фестиваля скорости «Байкальская миля». Каждая команда получила свой уникальный маршрут и по 6 заданий, разделенных на темы: «География», «Патриотика», «Экология», «Общество», «Моя «Байкальская миля» и «Самостоятельное задание», в рамках которого участники могли рассказать своим зрителям о том, что считают нужным и важным.  #baikalmile2022 #ГрандТурБайкальскаяМиля2022 #местасилы #энтузиастыскорости #гкфск #байкальскаямиля #baikalmile #водоходъ #rutube #мотовесна #finecustommechanics #fire_center #РГО #бурятиябольшечембайкал #МузейПобеды #ркспорт","Путешествия, События и достопримечательности: Спортивные события, Транспорт"
1fc3cbd9d4c0255ad64b407a4e813521,"Такой расклад. Эфир 44 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас",В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет таролог Ксения Pro_Taro в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_152635,Религия и духовность:Астрология
95a0269db75a4cfd025f7d6f8a213859,"Артмеханика. Концерт группы "" Каникулы маленькой панды""","Лучшие хиты группы  "" Каникулы маленькой панды""","Массовая культура, Карьера"
7762169ef29d7dcd2072ca0b015418fa,Дуэль.Родительский выпуск. Михаил Башкатов и Наталья Медведева,"Битва двух юмористов, актёров, звёзд шоу-бизнеса и, самое главное, двух хороших родителей! Михаил Башкатов против Натальи Медведевой в шоу «Дуэль»! По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
90b401750298cb302d1e273588bc945d,"«Пожалуйста, не рассказывай!»  Роман Костомаров, Илья Авербух, Владимир Маркони","Шоу с Владимиром Маркони, где знаменитые друзья расскажут друг про друга истории, за которые им будет стыдно!   Подписывайся на наши социальные сети: -Телеграмм  -Инста  -ВК   ХЭШТЭГИ #ШОУ #ЮМОР #ЗВЕЗДЫНАЛЬДУ #ТАНЦЫНАЛЬДУ #КОСТОМАРОВ #МАРКОНИ #ФИГУРИСТЫ #ТНТ #СПОРТ #ИЛЬЯАВЕРБУХ  Таймкоды: 00:00 — начало шоу 02:00 — Владимир Маркони о «Ледниковом периоде» 02:57 — как давно дружат Илья Авербух и Роман Костомаров 03:54 — правила шоу 04:38 — первый раунд 04:42 — «джокер»? 05:45 — «Однажды в Америке» 14:56 — голые вечеринки? 16:29 — история об Илье «Американский туалет» 21:53 — второй раунд 23:30 — история об Илье «Девятка» 24:23 — достижения на Чемпионате мира среди юниоров 30:55 — как Илья с другом «бомбили» на своей машине 34:26 — «Хоккей на парковке» 41:30 — третий раунд 43:43 — Илья про пополнение в семье 45:04 — история о Романе «Латина на льду» 53:57 — история об Илье «Видеомашина» 1:01:16 — кто лучше рассказывает истории? 1:02:44 — итоги шоу",Массовая культура: Юмор и сатира
3d09581a8dc3029466120aefbf610315,Антон Протеинов I #21 I Самое правильное питание,"В этом выпуске Антон Протеинов расскажет всё о правильном питании, как выбрать нужные продукты и не перепутать их с названиями лекарств. Где реально много калорий и в какие заведения можно ходить, чтобы соблюдать диету.",Массовая культура: Юмор и сатира
fcaa1e5d463af89235be63a1fdb44fd0,Сколько Стоит Бизнес? Выпуск 6. Филипп Лейтес – кофейный барон,"В этом выпуске вы узнаете, как предприниматель Филипп Лейтес создал кофейную империю, которую знают абсолютно все любители этого напитка. Зачем ему несколько кофейных бизнесов? Как хороший кофе может стоить 50 рублей? И как превратить одну кофейню в гигантскую франшизную сеть? Смотри и делись своим впечатлением в комментариях под видео!","Карьера, Бизнес и финансы: Бизнес"
